course_code,course_title,prereq_codes,prereq_details
BIOL 408,Genetics and Personalized Medicine,"['BIOL 230W', 'BIOL 230M', 'BMB 251']","['or', 'or']"
BIOL 409,Biology of Aging,"['BIOL 230W', 'BIOL 240W', 'BIOL 141', 'BMB 251']","['or', 'or', 'or']"
BIOL 411,Medical Embryology,"['BIOL 230W', 'BIOL 230M', 'BIOL 240W', 'BIOL 240M', 'BIOL 141', 'BMB 251', 'BMB 251H']","['or', 'or', 'or', 'or', 'or', 'or']"
BIOL 412,Ecology of Infectious Diseases,"['BIOL 220W', 'BIOL 220M', 'HPA 440']","['or', 'or']"
BIOL 413,Cell Signaling and Regulation,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H']","['or', 'or', 'or']"
BIOL 414,Taxonomy of Seed Plants,"['BIOL 240W', 'BIOL 240M', 'BIOL 127']","['or', 'or']"
BIOL 415,Ecotoxicology,"['BIOL 220W', 'BIOL 220M', 'FOR 308']","['or', 'or', 'or']"
BIOL 416,Biology of Cancer,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 222']","['or', 'or', 'or', 'or']"
BIOL 417,Invertebrate Zoology,['BIOL 110'],[]
BIOL 418,Biology of Human Infectious Diseases,"['BIOL 110', 'BIOL 110H', 'BIOL 220W', 'BIOL 220M', 'BIOL 230W', 'BIOL 230M']","['or', 'and', 'or', 'and', 'or']"
BIOL 419,Ecological and Environmental Problem Solving,"['BIOL 220W', 'BIOL 220M', 'MATH 140', 'MATH 140B', 'MATH 140H']","['or', 'or', 'or', 'or']"
BIOL 420,Paleobotany,[],[]
BIOL 421,Comparative Anatomy of Vertebrates,"['BIOL 129', 'BIOL 141', 'BIOL 220W', 'BIOL 220M', 'BIOL 230W', 'BIOL 230M', 'BIOL 240W', 'BIOL 240M', 'BMB 251', 'BMB 251H']","['or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 422,Advanced Genetics,"['BIOL 222', 'BIOL 322', 'BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H']","['or', 'or', 'or', 'or', 'or']"
BIOL 424,Seeds of Change:  The Uses of Plants,"['BIOL 220W', 'BIOL 220M', 'BIOL 230W', 'BIOL 230M', 'BIOL 240W', 'BIOL 240M']","['or', 'or', 'or', 'or', 'or']"
BIOL 425,Biology of Fungi,"['BIOL 110', 'AGECO 201', 'BIOL 127', 'BIOL 220W', 'BIOL 220M', 'BIOL 222', 'BIOL 230W', 'BIOL 230M', 'BIOL 240W', 'BIOL 240M', 'MICRB 251', 'HORT 232', 'PPEM 120', 'PPEM 225', 'PPEM 405']","['and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 426,Developmental Neurobiology,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H']","['or', 'or', 'or']"
BIOL 427,Evolution,"['BIOL 220W', 'BIOL 220M', 'BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 220W', 'BIOL 220M', 'ENVST 200']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'and']"
BIOL 428,Population Genetics,"['BIOL 220W', 'STAT 200', 'STAT 240', 'STAT 250', 'MATH 111', 'MATH 141', 'MATH 141B', 'MATH 141H']","['and', 'or', 'or', 'and', 'or', 'or', 'or']"
BIOL 429,Animal Behavior,"['BIOL 110', 'BIOL 110H', 'BIOL 220W', 'BIOL 220M']","['or', 'and', 'or']"
BIOL 430,Developmental Biology,"['BMB 252', 'MICRB 252', 'BMB 252H', 'BIOL 230W', 'BIOL 230M', 'BIOL 222', 'BIOL 322']","['or', 'or', 'or', 'or', 'or']"
BIOL 431,Reproductive Biology,"['BIOL 230W', 'BIOL 230M', 'BIOL 240W', 'BIOL 240M', 'BMB 251', 'BMB 251H', 'MICRB 251']","['or', 'or', 'or', 'or', 'or', 'or']"
BIOL 432,Developmental Genetics,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H']","['or', 'or', 'or']"
BIOL 433,Evolution of Vertebrates,"['BIOL 220W', 'BIOL 220M', 'BIOL 240W', 'BIOL 240M']","['or', 'and', 'or']"
BIOL 434,Pathobiology of Emerging Infectious Disease,"['BIOL 110', 'BIOL 110H', 'BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'MICRB 251', 'MICRB 201', 'MICRB 201H']","['or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 435,Ecology of Lakes and Streams,['BIOL 220W'],[]
BIOL 436,Population Ecology and Global Climate Change,['BIOL 220W'],[]
BIOL 437,Histology,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M', 'BIOL 141']","['or', 'or', 'or', 'or', 'or', 'or']"
BIOL 439,Practical Bioinformatics,"['BIOL 230W', 'BMB 251']",['or']
BIOL 440,Evolution of Infectious Diseases,"['BIOL 220W', 'BIOL 220M']",['or']
BIOL 441,Plant Physiology,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M']","['or', 'or', 'or', 'and', 'or']"
BIOL 442,Evolutionary Medicine,"['BIOL 220W', 'BIOL 220M']",['or']
BIOL 443,Evo-devo: Evolution of Developmental Mechanisms,"['BIOL 240W', 'BIOL 240M']",['or']
BIOL 444,Field Ecology,['BIOL 220W'],[]
BIOL 445,Molecular Ecology,"['BIOL 220W', 'BIOL 220M', 'BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'ENVST 200', 'WFS 497', 'WFS 430', 'WFS 310']","['or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 446,Physiological Ecology,"['BIOL 220W', 'BIOL 220M', 'BIOL 222', 'BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 448,Ecology of Plant Reproduction,"['BIOL 240W', 'BIOL 240M']",['or']
BIOL 449,Ecological Importance of Native Plants,"['BIOL 110', 'BIOL 110H', 'BIOL 220W', 'BIOL 240W', 'BIOL 127']","['or', 'or', 'or']"
BIOL 450W,Experimental Field Biology,"['BIOL 220W', 'BIOL 220M', 'BIOL 240W', 'BIOL 240M', 'BIOL 220W', 'BIOL 220M', 'ENVST 200']","['or', 'and', 'or', 'or', 'or', 'and']"
BIOL 451,Biology of RNA,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'MICRB 251']","['or', 'or', 'or', 'or']"
BIOL 455,Stem Cell Biology and Therapy,"['BIOL 230W', 'BIOL 240W', 'BME 201', 'BMB 251', 'BIOL 240M', 'BIOL 230M', 'BMB 251H']","['or', 'or', 'or', 'or', 'or', 'or']"
BIOL 459,Plant Tissue Culture and Biotechnology,"['BMB 252', 'BMB 252H', 'MICRB 252', 'BIOL 230W', 'BIOL 230M']","['or', 'or', 'or', 'or']"
BIOL 460,Human Genetics,"['ANTH 21', 'BIOL 133', 'BIOL 222', 'BIOL 230W', 'BIOL 230M', 'BIOL 322', 'BMB 251', 'BMB 251H']","['or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 460H,Honors Human Genetics,"['ANTH 21', 'BIOL 133', 'BIOL 222', 'BIOL 230W', 'BIOL 230M', 'BIOL 322', 'BMB 251', 'BMB 251H']","['or', 'or', 'or', 'or', 'or', 'or', 'or']"
BIOL 461,Contemporary Issues in Science and Medicine,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M']","['or', 'or', 'or', 'or', 'or']"
BIOL 462,History of Biology,"['BIOL 110', 'BIOL 220W', 'BIOL 230W', 'BIOL 240W']","['and', 'or', 'or']"
BIOL 463,General Ecology,['BIOL 220W'],[]
BIOL 464,Sociobiology,"['ANTH 21', 'BIOL 220W', 'BIOL 220M']","['or', 'or']"
BIOL 465,Network analysis of biological systems,"['MATH 140', 'BIOL 230W', 'BMB 251', 'BME 201', 'MATH 140B', 'MATH 141B', 'MATH 297']","['or', 'or', 'or', 'or', 'or']"
BIOL 467,Molecular Basis of Neurological Diseases,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'MICRB 251']","['or', 'or', 'or', 'or']"
BIOL 469,Neurobiology,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M']","['or', 'or', 'or', 'or', 'or']"
BIOL 470,Functional and Integrative Neuroscience,['BIOL 469'],[]
BIOL 472,Human Physiology,"['BIOL 230W', 'BIOL 230M', 'BMB 251', 'BMB 251H', 'BIOL 240W', 'BIOL 240M', 'BIOL 141', 'BIOL 161', 'BIOL 163']","['or', 'or', 'or', 'or', 'or', 'or', 'or', 'and']"
BIOL 473,Laboratory in Mammalian Physiology,['BIOL 472'],[]
BIOL 474,Astrobiology,"['BIOL 110', 'BIOL 110H', 'CHEM 110', 'CHEM 110H']","['or', 'and', 'or']"
BIOL 475,Human Pathophysiology,"['BIOL 141', 'BIOL 161', 'BIOL 163', 'BIOL 240W', 'BIOL 240M', 'BIOL 472']","['or', 'and', 'or', 'or', 'or']"
BIOL 476,Advanced Human Anatomy - cadaver based,"['BIOL 129', 'BIOL 141', 'BIOL 161', 'BIOL 162', 'BIOL 163', 'BIOL 164', 'BIOL 240M', 'BIOL 240W', 'BIOL 472', 'KINES 202']","['or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or']"
BIOL 477,Biology Cadaver Dissection,"['BIOL 161', 'BIOL 162', 'BIOL 163', 'BIOL 164', 'BIOL 476', 'KINES 202', 'KINES 202H', 'ANTH 410']","['and', 'and', 'and', 'or', 'or', 'or', 'or']"
BIOL 478,COMPARATIVE NEUROANATOMY,[],[]
BIOL 479,General Endocrinology,"['BIOL 141', 'BIOL 472']",['or']
BIOL 482,Coastal Biology,"['BIOL 110', 'BIOL 110H', 'BIOL 220W', 'GEOSC 40']","['or', 'or']"
BIOL 483,Coastal Biology Travel Experience,[],[]
BIOL 484,Biodiversity of Pennsylvania,"['BIOL 110', 'BIOL 110H']",['or']
BIOL 487,Advanced Cadaver Dissection,"['BIOL 476', 'BIOL 477']","['and', 'or']"
BIOL 489,Biology of Ecohealth in Tanzania,"['BIOL 110', 'BIOL 110H', 'BIOL 110S', 'BIOL 220M', 'BIOL 220W']","['or', 'or', 'or', 'or', 'or', 'or']"
BIOL 492,Senior Seminar in Biology,[],[]
BIOL 494,Research Project,[],[]
BIOL 495,Internship in Biology,[],[]
BIOL 496,Independent Studies,[],[]
BIOL 496H,Independent Studies - Honors,[],[]
BIOL 497,Special Topics,[],[]
BIOL 498,Special Topics,[],[]
BIOL 498A,**SPECIAL TOPICS**,[],[]
BIOL 499,Foreign Studies,[],[]
BIOL 499A,Tropical Field Ecology,"['BIOL 220W', 'BIOL 220M']",['or']
EDPSY 10,Individual Differences and Education,[],[]
EDPSY 11,Educational Implications of Individual Differences in Childhood,[],[]
EDPSY 14,Learning and Instruction,[],[]
EDPSY 14H,Learning and Instruction,[],[]
EDPSY 97,Special Topics,[],[]
EDPSY 99,Foreign Studies,[],[]
EDPSY 101,Analysis and Interpretation of Statistical Data in Education,[],[]
EDPSY 197,Special Topics,[],[]
EDPSY 199,Foreign Studies,[],[]
EDPSY 296,Independent Studies,[],[]
EDPSY 297,Special Topics,[],[]
EDPSY 297G,Special Topics - GenEd,[],[]
EDPSY 299,Foreign Studies,[],[]
EDPSY 395,Internship,[],[]
EDPSY 397,Special Topics,[],[]
EDPSY 399,Foreign Studies,[],[]
EDPSY 400,Introduction to Statistics in Educational Research,[],[]
EDPSY 406,Applied Statistical Inference for the Behavioral Sciences,"['EDPSY 101', 'STAT 200', 'PSYCH 200']","['and', 'or']"
EDPSY 408,Meeting Instructional Needs of English Language Learners with Special Needs,"['EDPSY 14', 'EDPSY 10', 'EDPSY 11', 'SPLED 395W', 'SPLED 401', 'SPLED 425']",['or']
EDPSY 421,Learning Processes in Relation to Educational Practices,"['EDPSY 14', 'EDPSY 10', 'EDPSY 11', 'PSYCH 212']",['or']
EDPSY 450,Principles of Measurement,"['PSYCH 100', 'STAT 200', 'PSYCH 200', 'EDPSY 101']","['or', 'or', 'or', 'or']"
EDPSY 475,Introduction to Educational Research,"['EDPSY 101', 'STAT 200']",['or']
EDPSY 493,Child Maltreatment and Advocacy Studies: Capstone Experience,"['CMAS 258N', 'HDFS 258N', 'SOC 258N', 'CMAS 465', 'HDFS 465', 'CMAS 466', 'NURS 466']","['or', 'or', 'or', 'and', 'or']"
EDPSY 496,Independent Studies,[],[]
EDPSY 497,Special Topics,[],[]
EDTHP 99,Foreign Studies,[],[]
EDTHP 115,Education in American Society,[],[]
EDTHP 115A,Competing Rights: Issues in American Education,[],[]
EDTHP 115S,Competing Rights: Issues in American Education,[],[]
EDTHP 199,Foreign Studies,[],[]
EDTHP 200,Educational Reform and Public Policy,[],[]
EDTHP 220,"Children, Parents and Schools",[],[]
EDTHP 234,Honors Leadership Jumpstart,[],[]
EDTHP 297,Special Topics,[],[]
EDTHP 297G,Special Topics - GenEd,[],[]
EDTHP 299,Foreign Studies,[],[]
EDTHP 394,Professional Development in Education and Public Policy,[],[]
EDTHP 395,Real-World Policy Experience: Field Placement,[],[]
EDTHP 399,Foreign Studies,[],[]
EDTHP 401,Introduction to Comparative Education,[],[]
EDTHP 410,The Global Impact of Education,[],[]
EDTHP 412,Education and the Status of Women,['WMNST 412'],[]
EDTHP 416,Sociology of Education,['SOC 416'],[]
EDTHP 420,Education and Public Policy,[],[]
EDTHP 426,Economic Foundations of Education Policy,['ECON 102'],[]
EDTHP 427,Intelligence and Educational Policy,[],[]
EDTHP 430,History of Education in the United States,[],[]
EDTHP 433,Education and Civil Rights,['EDLDR 433'],[]
EDTHP 434,Honors Teaching Experience in Leadership Jumpstart,[],[]
EDTHP 435,Child Labor and Education in the Global Economy,[],[]
EDTHP 440,Introduction to Philosophy of Education,[],[]
EDTHP 447,Ethnic Minorities and Schools in the United States,['SOC 447'],[]
EDTHP 492,"Identities, Power and Perceptual Pedagogies in Teaching and Learning",[],[]
EDTHP 496,Individual Studies,[],[]
EDTHP 497,Special Topics,[],[]
GEOG 1N,Global Parks and Sustainability,[],[]
GEOG 2N,Apocalyptic Geographies: How can we prevent the end of the world?,[],[]
GEOG 3N,Food and the Future Environment,[],[]
GEOG 4,Earth and Environmental Systems Geography,[],[]
GEOG 6N,Maps and the Geospatial Revolution,[],[]
GEOG 10,Physical Geography:  An Introduction,[],[]
GEOG 10H,Physical Geography:  An Introduction,[],[]
GEOG 20,Human Geography:  An Introduction,[],[]
GEOG 20U,Human Geography:  An Introduction,[],[]
GEOG 30N,Environment and Society in a Changing World,[],[]
GEOG 40,World Regional Geography,[],[]
GEOG 97,Special Topics,[],[]
GEOG 107N,Immersive Technologies - Transforming Society Through Digital Innovation,[],[]
GEOG 115,Landforms of the World,[],[]
GEOG 124,Elements of Cultural Geography,[],[]
GEOG 126,Economic Geography,[],[]
GEOG 128,Geography of International Affairs,[],[]
GEOG 160,Mapping Our Changing World,[],[]
GEOG 161,Applied Geographic Information Systems,['GEOG 160'],[]
GEOG 197,Special Topics,[],[]
GEOG 199,Foreign Studies,[],[]
GEOG 210,Geographic Perspectives on Environmental Systems Science,"['ENGL 15', 'ENGL 30H', 'ESL 15']","['or', 'or', 'or', 'or', 'or']"
GEOG 220,Perspectives on Human Geography,[],[]
GEOG 230,"Geographic Perspectives on Environment, Society and Sustainability",[],[]
GEOG 260,Geographic Information in a Changing World: Introduction to GIScience,"['ENGL 15', 'ENGL 30H', 'ENGL 137H', 'CAS 137H', 'ESL 15', 'EMSC 100S']","['or', 'or', 'or', 'or', 'or']"
GEOG 265,Fundamentals of Geospatial Data Science,[],[]
GEOG 294,Research Project,[],[]
GEOG 296,Independent Studies,[],[]
GEOG 297,Special Topics,[],[]
GEOG 298,Special Topics,[],[]
GEOG 299,Foreign Studies,[],[]
GEOG 301,Thinking Geographically,['GEOG 160'],[]
GEOG 308,Research and Qualitative Inquiry in Geography,[],[]
GEOG 310,Introduction to Global Climatic Systems,"['GEOG 210', 'GEOG 10', 'METEO 3', 'METEO 201']","['or', 'or', 'or']"
GEOG 310W,Introduction to Global Climatic Systems,[],[]
GEOG 313,Introduction to Field Geography,['GEOG 160'],[]
GEOG 314,Biogeography and Global Ecology,['BIOL 110'],[]
GEOG 315,Landforms and Geomorphic Systems in the Anthropocene,"['GEOG 210', 'GEOG 10']",['or']
GEOG 320,Urban Geography: A Global Perspective,"['GEOG 20', 'GEOG 220']",['or']
GEOG 324,"Place, Space and Culture","['GEOG 220', 'GEOG 20', 'GEOG 2N']","['or', 'or']"
GEOG 326,Geographic Perspectives on Economic Systems,"['GEOG 220', 'GEOG 20', 'GEOG 2N']","['or', 'or']"
GEOG 328,"War, Peace, and Diplomacy: Understanding Contemporary Geopolitics","['GEOG 220', 'GEOG 20']",['or']
GEOG 330N,Political Ecology,['GEOG 230'],[]
GEOG 332N,Science and policy of global greenhouse gas emissions and management,['ENGL 15'],[]
GEOG 333,Human Dimensions of Natural Hazards,[],[]
GEOG 340,Thinking Sustainably,"['GEOG 210', 'GEOG 230']",['and']
GEOG 344,Sustainability Methods,"['GEOG 210', 'GEOG 230', 'GEOG 340']","['and', 'or']"
GEOG 361,Cartography--Maps and Map Construction,"['GEOG 260', 'GEOG 160', 'GEOG 265', 'GEOG 161', 'EME 210', 'GEOSC 210', 'METEO 273', 'MATSE 219', 'FOR 255', 'CMPSC 101', 'CMPSC 121', 'CMPSC 131', 'IST 140', 'ERM 300', 'FORT 260', 'WILDL 211']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 362,Remote Sensing and Image Analysis,"['GEOG 260', 'GEOG 160', 'GEOG 265', 'GEOG 161', 'EME 210', 'GEOSC 210', 'METEO 273', 'MATSE 219', 'FOR 255', 'CMPSC 101', 'CMPSC 121', 'CMPSC 131', 'IST 140', 'ERM 300', 'FORT 260', 'WILDL 211']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 363,Geographic Information Systems,"['GEOG 260', 'GEOG 160', 'GEOG 265', 'GEOG 161', 'EME 210', 'GEOSC 210', 'METEO 273', 'MATSE 219', 'FOR 255', 'CMPSC 101', 'CMPSC 121', 'CMPSC 131', 'IST 140', 'ERM 300', 'FORT 260', 'WILDL 211']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 364,Spatial Analysis,"['STAT 200', 'STAT 240', 'STAT 250', 'STAT 401', 'PLSC 309', 'GEOG 265', 'GEOG 161', 'EME 210', 'GEOSC 210', 'METEO 273', 'MATSE 219', 'FOR 255', 'CMPSC 101']","['or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 365,Intermediate GIS Programming,"['GEOG 260', 'GEOG 160', 'GEOG 265', 'GEOG 161', 'EME 210', 'GEOSC 210', 'METEO 273', 'MATSE 219', 'FOR 255', 'CMPSC 101', 'CMPSC 121', 'CMPSC 131', 'IST 140', 'ERM 300', 'FORT 260', 'WILDL 211']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 390,Professional Development Seminar in Geography,[],[]
GEOG 397,Special Topics,[],[]
GEOG 398,Special Topics,[],[]
GEOG 398A,**SPECIAL TOPICS**,[],[]
GEOG 399,Foreign Studies,[],[]
GEOG 411,Forest Geography,"['GEOG 314', 'BIOL 220W']",['or']
GEOG 411W,Forest Geography,"['GEOG 314', 'BIOL 220W']",['or']
GEOG 412W,Climatic Change and Variability,[],[]
GEOG 413,Cryosphere and Climate Systems,"['GEOG 210', 'EARTH 2', 'EARTH 103N', 'EARTH 303', 'METEO 101', 'METEO 201']","['or', 'or', 'or', 'or', 'or', 'and']"
GEOG 414,Principles and Applications in Landscape Ecology,"['BIOL 110', 'GEOG 314', 'FOR 308']",[]
GEOG 417,Satellite Climatology,['GEOG 362'],[]
GEOG 420Y,Comparative Urbanism,['GEOG 160'],[]
GEOG 421,Population Geography,"['GEOG 220', 'GEOG 361', 'GEOG 362', 'GEOG 363', 'GEOG 364', 'SOC 207', 'CED 404']",['and']
GEOG 424W,Geography of the Global Economy,"['GEOG 326', 'GEOG 126', 'ECON 102', 'ECON 104', 'EBF 200']","['or', 'or', 'or']"
GEOG 425,"Geography of Race, Class, and Poverty in America","['GEOG 126', 'ECON 102', 'ECON 104']",['or']
GEOG 426W,Gendered Worlds,"['GEOG 220', 'GEOG 20', 'GEOG 2N', 'WMNST 100', 'ENGL 15', 'ENGL 30H', 'ENGL 137H', 'CAS 137H', 'ESL 15', 'GEOG 324', 'GEOG 320', 'GEOG 326', 'GEOG 328']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
GEOG 428W,Political Geography,"['GEOG 220', 'GEOG 20', 'GEOG 2N', 'ENGL 15', 'ENGL 30H', 'ENGL 137H', 'CAS 137H', 'ESL 15']","['or', 'or', 'and', 'or', 'or', 'or', 'or', 'or']"
GEOG 429,Geographic Perspectives on Global Urbanization,['GEOG 126'],[]
GEOG 430,Human Use of Environment,[],[]
GEOG 431,Geography of Water Resources,"['GEOG 10', 'GEOG 210', 'GEOG 230']","['or', 'or', 'or', 'or']"
GEOG 432,Energy Policy,"['EBF 200', 'EGEE 120', 'PLSC 490']","['and', 'and']"
GEOG 433,Geographies of Justice,[],[]
GEOG 434,Politics of the Environment,[],[]
GEOG 437W,Energy Geographies and Policy,"['GEOG 230', 'GEOG 30N', 'EGEE 101', 'EBF 200', 'ENGL 15', 'ENGL 30H', 'ENGL 137H', 'CAS 137H', 'ESL 15', 'GEOG 330N', 'GEOG 332N', 'ANSC 332N', 'METEO 332N']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'or']"
GEOG 438W,Human Dimensions of Global Warming,[],[]
GEOG 440,"Environment, Society, and Sustainability Capstone","['GEOG 210', 'GEOG 230', 'GEOG 340', 'GEOG 344']","['and', 'and', 'and']"
GEOG 444,Resource Governance in Africa,"['GEOG 30N', 'GEOG 210', 'GEOG 220', 'GEOG 230', 'AFR 105', 'AFR 110N']","['or', 'or', 'or', 'or', 'or']"
GEOG 448,Neighborhoods and Health Equity,"['GEOG 220', 'GEOG 260', 'GEOG 320']",['and']
GEOG 453,Geospatial Applications in Water Resources & Aquatic Ecosystems,"['GEOG 363', 'GEOG 483', 'SOILS 450']","['or', 'or']"
GEOG 461,Geovisualization,"['GEOG 361', 'GEOG 362', 'GEOG 363']","['or', 'or']"
GEOG 461W,Dynamic Cartographic Representation,"['GEOG 361', 'GEOG 362', 'GEOG 363']","['or', 'or']"
GEOG 462,Advanced Observation of Earth and Its Environment,"['GEOG 365', 'GEOG 464', 'GEOG 362', 'FOR 455', 'METEO 477', 'EE 477']","['and', 'or', 'or', 'or', 'or']"
GEOG 463,Geospatial Information Management,['GEOG 363'],[]
GEOG 464,Advanced Spatial Analysis,['GEOG 364'],[]
GEOG 465,Advanced Geographic Information Systems Modeling,['GEOG 363'],[]
GEOG 467,Applied Cartographic Design,['GEOG 361'],[]
GEOG 469,Energy Industry Applications of GIS,['EGEE 102'],[]
GEOG 479,Spatial Data Science for Cyber and Human Social Networks,"['GEOG 160', 'GEOG 482']",['or']
GEOG 480,Exploring Imagery and Elevation Data in GIS Applications,['GEOG 482'],[]
GEOG 481,Topographic Mapping with Lidar,"['GEOG 362', 'GEOG 480', 'GEOG 160', 'GEOG 482']","['or', 'or', 'or']"
GEOG 482,Making Maps That Matter With GIS,[],[]
GEOG 483,Problem-Solving with GIS,['GEOG 482'],[]
GEOG 484,GIS Database Development,['GEOG 483'],[]
GEOG 485,GIS Programming and Software Development,[],[]
GEOG 486,Cartography and Visualization,['GEOG 484'],[]
GEOG 487,Environmental Challenges in Spatial Data Science,[],[]
GEOG 489,Advanced Python Programming for GIS,['GEOG 485'],[]
GEOG 493,Service Learning,[],[]
GEOG 494,Research Project in Geography,[],[]
GEOG 494H,Research Project in Geography,[],[]
GEOG 495,Internship,[],[]
GEOG 495B,Geography Teaching Internship,[],[]
GEOG 495C,Internship Supervision and Mentoring,[],[]
GEOG 495G,Giscience Internship,['GEOG 160'],[]
GEOG 496,Independent Studies,[],[]
GEOG 497,Special Topics,[],[]
GEOG 498,Special Topics,[],[]
GEOG 498A,**SPECIAL TOPICS**,[],[]
GEOG 498B,**SPECIAL TOPICS**,[],[]
GEOG 499,Foreign Studies,[],[]
HIST 1,Western Civilization I,[],[]
HIST 2,Western Civilization II,[],[]
HIST 2H,Western Civilization II,[],[]
HIST 3,The American Nation:  Historical Perspectives,['AMST 3'],[]
HIST 5,Ancient Mediterranean Civilizations,['CAMS 5'],[]
HIST 6N,History and Weather: How Weather Played an Instrumental Role in Great World Events,['METEO 6N'],[]
HIST 10,World History to 1500,[],[]
HIST 11,World History since 1500,[],[]
HIST 12,History of Pennsylvania,[],[]
HIST 20,American Civilization to 1877,[],[]
HIST 20Y,American Civ to 1877Y,[],[]
HIST 21,American Civilization Since 1877,[],[]
HIST 66,Survey of British History,[],[]
HIST 83,First-Year Seminar in History,[],[]
HIST 100,Ancient Greece,['CAMS 100'],[]
HIST 101,The Roman Republic and Empire,['CAMS 101'],[]
HIST 102,Ancient Israel,"['CAMS 102', 'JST 102', 'RLST 102']",[]
HIST 103,"The History of Madness, Mental Illness, and Psychiatry",[],[]
HIST 104,Ancient Egypt,['CAMS 104'],[]
HIST 105,The Byzantine Empire,[],[]
HIST 106,"Early Modern Empires of Islam: The Ottomans, Safavids, and Mughals",[],[]
HIST 107,Medieval Europe,['MEDVL 107'],[]
HIST 108,Crusades: Holy War in the Middle Ages,[],[]
HIST 109,Introduction to U.S. Environmental History,[],[]
HIST 110,Introduction to Global Environmental History,[],[]
HIST 111,Introduction to U.S. Food History,[],[]
HIST 112,Introduction to Public History,[],[]
HIST 113,Baseball in Comparative History,[],[]
HIST 114N,Historical Perspectives on HealthCare Innovations,[],[]
HIST 115,The American Jewish Experience,"['JST 115', 'RLST 115']",[]
HIST 116N,Family and Gender Roles in Modern History,['WMNST 116N'],[]
HIST 117,Women in United States History,['WMNST 117'],[]
HIST 118,Modern Jewish History,['JST 118'],[]
HIST 119,Gender and History,[],[]
HIST 120N,History of Modern Europe since 1789,[],[]
HIST 121,History of the Holocaust 1933-1945,['JST 121'],[]
HIST 122,History of Science I,[],[]
HIST 123,History of Science II,[],[]
HIST 124,History of Western Medicine,['STS 124'],[]
HIST 125N,History of Infectious Disease and Epidemiology,['SC 125N'],[]
HIST 127,Introduction to U.S. Latina/o History,"['AMST 127', 'LTNST 127']",[]
HIST 128N,Cultural Perspectives on Mathematics,[],[]
HIST 129N,Chocolate Worlds,"['ANTH 129N', 'PLANT 129N']",[]
HIST 130,"Introduction to the Civil War Era, 1848 through 1877",[],[]
HIST 131N,"Slavery, the Civil War, and Cinema",[],[]
HIST 134,Great Britain and Ireland in the Early Modern World,[],[]
HIST 139,The World at War: 1914-1918,[],[]
HIST 140,The History of the Israel-Palestine Conflict (1917-Present),['JST 140'],[]
HIST 141,Medieval and Modern Russia,[],[]
HIST 142N,History of Communism,[],[]
HIST 143N,History of Fascism and Nazism,['JST 143N'],[]
HIST 144,The World at War: 1939-1945,[],[]
HIST 145N,The Holocaust and Human Rights,['SOC 145N'],[]
HIST 148,History of Pennsylvania State University,[],[]
